id,pdbid,NAKBnaList,NAKBprotList,NAKBligList
1FHZ,1FHZ,"Holliday junction,structure",,"covalently linked ligand,intercalating"
1FJ5,1FJ5,"double helix,structure",,"covalently linked ligand,minor groove binding"
1FJA,1FJA,"double helix,structure",,"intercalating,minor groove binding"
1FJG,1FJG,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1FJL,1FJL,"B-form double helix,T-T mispair,double helix,feature,mispair,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
1FJX,1FJX,"B-form double helix,double helix,structure","enzyme,methylase,transferase",
1FKA,1FKA,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1FLO,1FLO,"Holliday junction,structure","enzyme,recombinase",
1FMQ,1FMQ,"B-form double helix,DNA dodecamer,double helix,feature,structure",,minor groove binding
1FMS,1FMS,"B-form double helix,DNA dodecamer,double helix,feature,structure",,minor groove binding
1FN1,1FN1,"B-form double helix,double helix,structure",,"end stacking,intercalating"
1FN2,1FN2,"B-form double helix,double helix,structure",,"end stacking,intercalating"
1FN7,1FN7,"double helix,structure","enzyme,hydrolase",
1FOK,1FOK,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
1FOS,1FOS,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1FTD,1FTD,"B-form double helix,DNA dodecamer,double helix,feature,structure",,minor groove binding
1FW6,1FW6,"double helix,structure","DNA replication/repair,regulatory",
1FYL,1FYL,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1FYM,1FYM,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1FYY,1FYY,"double helix,structure",,"covalently linked ligand,intercalating,major groove binding"
1G1N,1G1N,"double helix,structure",,"covalently linked ligand,end stacking"
1G1X,1G1X,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1G2D,1G2D,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
1G2F,1G2F,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
1G38,1G38,"B-form double helix,double helix,structure","enzyme,methylase,transferase",
1G4D,1G4D,"double helix,structure","regulatory,transcription",
1G59,1G59,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1G5L,1G5L,"DNA dodecamer,double helix,feature,structure",,"intercalating,minor groove binding"
1G9Y,1G9Y,"double helix,structure","enzyme,hydrolase,nuclease",
1G9Z,1G9Z,"double helix,structure","enzyme,hydrolase,nuclease",
1GA5,1GA5,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1GAT,1GAT,"double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1GAU,1GAU,"double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1GAX,1GAX,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1GCC,1GCC,"B-form double helix,double helix,structure","regulatory,transcription",
1GD2,1GD2,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1GDT,1GDT,"double helix,structure","enzyme,recombinase",
1GJ2,1GJ2,"DNA dodecamer,double helix,feature,structure",,"intercalating,minor groove binding"
1GLU,1GLU,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1GSG,1GSG,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1GT0,1GT0,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),HMG box,helix-turn-helix (HTH),homeodomain,other &alpha;-helix,regulatory,transcription",
1GTF,1GTF,"antitermination element,function,transcription regulating","RNA-binding transcription factor,regulatory,transcription",
1GTN,1GTN,"antitermination element,function,transcription regulating","RNA-binding transcription factor,regulatory,transcription",
1GTR,1GTR,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1GTS,1GTS,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1GTW,1GTW,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1GU4,1GU4,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1GU5,1GU5,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1GXP,1GXP,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1H0M,1H0M,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1H3E,1H3E,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1H4Q,1H4Q,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1H4S,1H4S,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1H6F,1H6F,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),immunoglobulin (Ig) fold,regulatory,rel homology,transcription",
1H88,1H88,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1H89,1H89,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1H8A,1H8A,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,leucine zipper (bZIP),regulatory,transcription",
1H9D,1H9D,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),immunoglobulin (Ig) fold,regulatory,runt,transcription",
1H9T,1H9T,"double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1HAO,1HAO,"aptamer,function,quadruplex,structure,thrombin responsive aptamer","enzyme,hydrolase,protease",
1HAP,1HAP,"aptamer,function,quadruplex,structure,thrombin responsive aptamer","enzyme,hydrolase,protease",
1HBX,1HBX,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),MADS box,helix-turn-helix (HTH),other &alpha;-helix,regulatory,transcription,winged helix/forkhead",
1HC8,1HC8,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1HCQ,1HCQ,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1HDD,1HDD,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
1HF0,1HF0,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
1HI0,1HI0,"double helix,structure","enzyme,polymerase,transferase",
1HJB,1HJB,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,immunoglobulin (Ig) fold,leucine zipper (bZIP),regulatory,runt,transcription",
1HJC,1HJC,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),immunoglobulin (Ig) fold,regulatory,runt,transcription",
1HJI,1HJI,"A-form double helix,double helix,structure","regulatory,transcription",
1HLO,1HLO,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,helix-loop-helix (bHLH),regulatory,transcription",
1HLV,1HLV,"B-form double helix,double helix,structure","centromere,chromatin,structural",
1HLZ,1HLZ,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
1HNW,1HNW,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1HNX,1HNX,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1HNZ,1HNZ,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1HQ1,1HQ1,"SRP RNA,function,translation regulating","ribonucleoprotein,signal recognition particle (SRP),structural",
1HR0,1HR0,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
1HRY,1HRY,"double helix,structure","DNA-binding transcription factor (TF),HMG box,other &alpha;-helix,regulatory,transcription",
1HRZ,1HRZ,"double helix,structure","DNA-binding transcription factor (TF),HMG box,other &alpha;-helix,regulatory,transcription",
1HU0,1HU0,"B-form double helix,double helix,structure","enzyme,hydrolase",
1HUO,1HUO,"double helix,structure","enzyme,polymerase,transferase",
1HUT,1HUT,"aptamer,function,quadruplex,structure,thrombin responsive aptamer","enzyme,hydrolase,protease",
1HUZ,1HUZ,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
1HW2,1HW2,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1HWT,1HWT,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,regulatory,transcription",
1HWV,1HWV,"double helix,structure",,"covalently linked ligand,intercalating,minor groove binding"
1HX4,1HX4,"double helix,structure",,"covalently linked ligand,intercalating,minor groove binding"
1HYS,1HYS,"A-form double helix,double helix,structure","antibody,enzyme,immune system,polymerase,regulatory,transferase",
1HZ0,1HZ0,"B-form double helix,double helix,structure",,"covalently linked ligand,intercalating,nucleotide like"
1I1P,1I1P,"double helix,structure",,metal coordinating ligand
1I3J,1I3J,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
1I5V,1I5V,"double helix,structure",,"intercalating,minor groove binding"
1I6H,1I6H,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
1I6J,1I6J,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
1I6U,1I6U,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1I7V,1I7V,"double helix,structure",,"covalently linked ligand,intercalating,major groove binding"
1I94,1I94,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1I95,1I95,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1I96,1I96,"function,protein synthesis,ribosomal RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
1I97,1I97,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1I9F,1I9F,"antitermination element,double helix,function,structure,transcription regulating","ribonucleoprotein,structural",
1IBK,1IBK,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
1IBL,1IBL,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
1IBM,1IBM,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
1IC8,1IC8,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
1ID3,1ID3,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
1IF1,1IF1,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
1IG4,1IG4,"double helix,structure","chromatin,structural",
1IG7,1IG7,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
1IG9,1IG9,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
1IHF,1IHF,"B-form double helix,double helix,structure","regulatory,transcription",
1IJW,1IJW,"B-form double helix,double helix,structure","enzyme,recombinase",
1IL2,1IL2,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1IMH,1IMH,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),immunoglobulin (Ig) fold,regulatory,rel homology,transcription",
1IMR,1IMR,"B-form double helix,double helix,structure",,"intercalating,minor groove binding"
1IMS,1IMS,"B-form double helix,double helix,structure",,"intercalating,minor groove binding"
1IO4,1IO4,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),basic transcription factor,immunoglobulin (Ig) fold,leucine zipper (bZIP),regulatory,runt,transcription",
1IPP,1IPP,"double helix,structure","enzyme,hydrolase,nuclease",
1IV6,1IV6,"double helix,structure","chromatin,structural,telomere",
1IVS,1IVS,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1J1U,1J1U,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
1J1V,1J1V,"B-form double helix,double helix,structure","DNA replication/repair,regulatory",
1J2B,1J2B,"function,protein synthesis,transfer RNA","enzyme,transferase",
1J3E,1J3E,"B-form double helix,double helix,structure","DNA replication/repair,regulatory",
